ntpb,npts,nTriMax,totalRuntime,totalCPUTime,totalGPUTime,prepForInsertTimeTot,insertTimeTot,flipTimeTot,updatePtsTimeTot,seed,distribution,deviceName
128,2048,4097,0.086699,0.028275,0.058424,0.003754,0.000357,0.051210,0.003103,2,2,NVIDIA GeForce RTX 3090
128,2048,4097,0.101616,0.031117,0.070499,0.003907,0.000390,0.062843,0.003360,2,3,NVIDIA GeForce RTX 3090
128,4096,8193,0.167368,0.050851,0.116517,0.003903,0.000364,0.106765,0.005484,2,0,NVIDIA GeForce RTX 3090
128,4096,8193,0.210150,0.061340,0.148810,0.009660,0.000414,0.131233,0.007504,2,1,NVIDIA GeForce RTX 3090
128,4096,8193,0.157372,0.049625,0.107747,0.003828,0.000368,0.098166,0.005385,2,2,NVIDIA GeForce RTX 3090
128,4096,8193,0.218550,0.075027,0.143523,0.004254,0.000438,0.130845,0.007985,2,3,NVIDIA GeForce RTX 3090
128,8192,16385,0.336176,0.109795,0.226381,0.004639,0.000418,0.208301,0.013023,2,0,NVIDIA GeForce RTX 3090
128,8192,16385,0.510519,0.169108,0.341411,0.005122,0.000510,0.315709,0.020070,2,1,NVIDIA GeForce RTX 3090
128,8192,16385,0.356626,0.108240,0.248386,0.004616,0.000415,0.230443,0.012911,2,2,NVIDIA GeForce RTX 3090
128,8192,16385,0.368225,0.111117,0.257108,0.004811,0.000454,0.238533,0.013309,2,3,NVIDIA GeForce RTX 3090
128,16384,32769,0.720397,0.231310,0.489087,0.004942,0.000468,0.449004,0.034673,2,0,NVIDIA GeForce RTX 3090
128,16384,32769,1.142268,0.353837,0.788431,0.005506,0.000557,0.730468,0.051900,2,1,NVIDIA GeForce RTX 3090
128,16384,32769,0.736292,0.225783,0.510509,0.004881,0.000462,0.470851,0.034315,2,2,NVIDIA GeForce RTX 3090
128,16384,32769,0.722395,0.231864,0.490531,0.005182,0.000500,0.450277,0.034571,2,3,NVIDIA GeForce RTX 3090
128,32768,65537,1.675404,0.497740,1.177664,0.005660,0.000605,1.088757,0.082642,2,0,NVIDIA GeForce RTX 3090
128,32768,65537,2.441130,0.821433,1.619697,0.006604,0.000768,1.476116,0.136210,2,1,NVIDIA GeForce RTX 3090
128,32768,65537,1.566748,0.489541,1.077207,0.005464,0.000617,0.991075,0.080050,2,2,NVIDIA GeForce RTX 3090
128,32768,65537,1.531622,0.484672,1.046950,0.005922,0.000655,0.960359,0.080014,2,3,NVIDIA GeForce RTX 3090
128,65536,131073,2.952883,0.853737,2.099146,0.006215,0.000850,1.910805,0.181275,2,0,NVIDIA GeForce RTX 3090
128,65536,131073,6.236068,2.038813,4.197255,0.007826,0.001194,3.770072,0.418164,2,1,NVIDIA GeForce RTX 3090
128,65536,131073,3.450515,1.040042,2.410473,0.006664,0.000890,2.186466,0.216453,2,2,NVIDIA GeForce RTX 3090
128,65536,131073,3.393244,1.037175,2.356069,0.006955,0.000937,2.129791,0.218386,2,3,NVIDIA GeForce RTX 3090
128,131072,262145,7.213835,2.247589,4.966246,0.011318,0.001432,4.426395,0.527102,2,0,NVIDIA GeForce RTX 3090
128,131072,262145,11.123460,3.223323,7.900136,0.010603,0.001646,7.162400,0.725486,2,1,NVIDIA GeForce RTX 3090
