ntpb,npts,nTriMax,totalRuntime,totalCPUTime,totalGPUTime,prepForInsertTimeTot,insertTimeTot,flipTimeTot,updatePtsTimeTot,seed,distribution,deviceName
128,8,17,0.005337,0.000494,0.004843,0.002944,0.000156,0.001654,0.000089,2,2,NVIDIA GeForce RTX 3090
128,8,17,0.004973,0.000436,0.004537,0.002894,0.000139,0.001428,0.000077,2,3,NVIDIA GeForce RTX 3090
128,16,33,0.005660,-0.000255,0.005915,0.003748,0.000151,0.001911,0.000105,2,0,NVIDIA GeForce RTX 3090
128,16,33,0.005974,0.000698,0.005276,0.002908,0.000183,0.002057,0.000128,2,1,NVIDIA GeForce RTX 3090
128,16,33,0.006254,0.000733,0.005521,0.003084,0.000185,0.002121,0.000131,2,2,NVIDIA GeForce RTX 3090
128,16,33,0.006365,-0.004792,0.011157,0.009047,0.000165,0.001837,0.000108,2,3,NVIDIA GeForce RTX 3090
128,32,65,0.007613,0.001107,0.006506,0.003093,0.000184,0.003068,0.000161,2,0,NVIDIA GeForce RTX 3090
128,32,65,0.007568,0.001013,0.006555,0.003156,0.000204,0.003004,0.000190,2,1,NVIDIA GeForce RTX 3090
128,32,65,0.007000,0.000835,0.006165,0.003113,0.000193,0.002702,0.000157,2,2,NVIDIA GeForce RTX 3090
128,32,65,0.006743,0.000813,0.005930,0.003100,0.000177,0.002502,0.000151,2,3,NVIDIA GeForce RTX 3090
128,64,129,0.008957,-0.002665,0.011622,0.007681,0.000206,0.003447,0.000289,2,0,NVIDIA GeForce RTX 3090
128,64,129,0.008902,0.001158,0.007744,0.003145,0.000208,0.004115,0.000276,2,1,NVIDIA GeForce RTX 3090
128,64,129,0.008721,0.001201,0.007520,0.003155,0.000203,0.003878,0.000285,2,2,NVIDIA GeForce RTX 3090
128,64,129,0.008554,-0.002925,0.011479,0.007459,0.000206,0.003541,0.000273,2,3,NVIDIA GeForce RTX 3090
128,128,257,0.012679,0.002450,0.010229,0.003423,0.000253,0.005834,0.000718,2,0,NVIDIA GeForce RTX 3090
128,128,257,0.012615,0.002668,0.009947,0.003232,0.000251,0.005712,0.000752,2,1,NVIDIA GeForce RTX 3090
128,128,257,0.012504,0.002388,0.010116,0.003668,0.000243,0.005485,0.000720,2,2,NVIDIA GeForce RTX 3090
128,128,257,0.011346,0.002323,0.009023,0.003332,0.000239,0.004834,0.000618,2,3,NVIDIA GeForce RTX 3090
128,256,513,0.016076,0.002816,0.013260,0.003639,0.000227,0.008263,0.001131,2,0,NVIDIA GeForce RTX 3090
128,256,513,0.019087,0.004355,0.014732,0.003577,0.000287,0.009207,0.001661,2,1,NVIDIA GeForce RTX 3090
128,256,513,0.018761,0.004291,0.014470,0.003436,0.000268,0.009153,0.001614,2,2,NVIDIA GeForce RTX 3090
128,256,513,0.018185,0.001116,0.017069,0.006744,0.000283,0.008464,0.001577,2,3,NVIDIA GeForce RTX 3090
128,512,1025,0.024184,0.005630,0.018554,0.003359,0.000264,0.012235,0.002696,2,0,NVIDIA GeForce RTX 3090
128,512,1025,0.035876,0.007708,0.028168,0.003908,0.000307,0.020513,0.003440,2,1,NVIDIA GeForce RTX 3090
128,512,1025,0.029693,0.007073,0.022620,0.003507,0.000298,0.015744,0.003072,2,2,NVIDIA GeForce RTX 3090
128,512,1025,0.027850,0.003367,0.024483,0.006617,0.000307,0.014580,0.002979,2,3,NVIDIA GeForce RTX 3090
128,1024,2049,0.049294,0.014462,0.034832,0.003545,0.000314,0.024240,0.006733,2,0,NVIDIA GeForce RTX 3090
128,1024,2049,0.068216,0.016984,0.051232,0.003761,0.000343,0.039364,0.007764,2,1,NVIDIA GeForce RTX 3090
128,1024,2049,0.051687,0.014136,0.037551,0.003999,0.000323,0.026195,0.007034,2,2,NVIDIA GeForce RTX 3090
128,1024,2049,0.049272,0.012986,0.036286,0.003599,0.000340,0.025673,0.006674,2,3,NVIDIA GeForce RTX 3090
128,2048,4097,0.096866,0.026113,0.070753,0.003527,0.000345,0.053290,0.013591,2,0,NVIDIA GeForce RTX 3090
128,2048,4097,0.117925,0.033990,0.083935,0.004273,0.000385,0.062033,0.017244,2,1,NVIDIA GeForce RTX 3090
128,2048,4097,0.103667,0.030327,0.073340,0.003700,0.000361,0.054345,0.014934,2,2,NVIDIA GeForce RTX 3090
128,2048,4097,0.117949,0.032803,0.085146,0.003682,0.000386,0.065054,0.016024,2,3,NVIDIA GeForce RTX 3090
128,4096,8193,0.193521,0.051406,0.142115,0.003764,0.000373,0.108149,0.029829,2,0,NVIDIA GeForce RTX 3090
128,4096,8193,0.245062,0.069101,0.175961,0.003968,0.000430,0.132485,0.039078,2,1,NVIDIA GeForce RTX 3090
128,4096,8193,0.186820,0.052162,0.134658,0.003839,0.000377,0.101260,0.029181,2,2,NVIDIA GeForce RTX 3090
128,4096,8193,0.258602,0.077821,0.180781,0.004276,0.000481,0.133517,0.042507,2,3,NVIDIA GeForce RTX 3090
128,8192,16385,0.394438,0.110294,0.284144,0.005506,0.000423,0.208258,0.069958,2,0,NVIDIA GeForce RTX 3090
128,8192,16385,0.598624,0.171105,0.427519,0.005185,0.000507,0.317302,0.104526,2,1,NVIDIA GeForce RTX 3090
128,8192,16385,0.416360,0.108875,0.307485,0.004667,0.000421,0.230346,0.072051,2,2,NVIDIA GeForce RTX 3090
128,8192,16385,0.443819,0.115893,0.327926,0.004906,0.000457,0.247907,0.074657,2,3,NVIDIA GeForce RTX 3090
128,16384,32769,0.907301,0.244345,0.662956,0.004896,0.000543,0.472969,0.184547,2,0,NVIDIA GeForce RTX 3090
128,16384,32769,1.324152,0.348755,0.975397,0.007022,0.000651,0.715646,0.252078,2,1,NVIDIA GeForce RTX 3090
128,16384,32769,0.922778,0.235549,0.687229,0.004926,0.000553,0.494060,0.187690,2,2,NVIDIA GeForce RTX 3090
128,16384,32769,0.895322,0.248005,0.647317,0.004995,0.000562,0.479279,0.162481,2,3,NVIDIA GeForce RTX 3090
128,32768,65537,2.089933,0.521410,1.568523,0.005787,0.000754,1.138920,0.423061,2,0,NVIDIA GeForce RTX 3090
128,32768,65537,2.980914,0.847444,2.133471,0.006157,0.000943,1.527017,0.599353,2,1,NVIDIA GeForce RTX 3090
128,32768,65537,1.918327,0.501032,1.417295,0.005441,0.000754,1.007232,0.403866,2,2,NVIDIA GeForce RTX 3090
128,32768,65537,1.972318,0.516344,1.455974,0.005858,0.000799,1.016173,0.433145,2,3,NVIDIA GeForce RTX 3090
128,65536,131073,4.146792,0.904573,3.242218,0.006529,0.001122,2.022862,1.211705,2,0,NVIDIA GeForce RTX 3090
128,65536,131073,8.019229,2.121274,5.897955,0.010618,0.001619,3.897384,1.988335,2,1,NVIDIA GeForce RTX 3090
128,65536,131073,4.618760,1.081185,3.537575,0.007412,0.001190,2.267141,1.261833,2,2,NVIDIA GeForce RTX 3090
128,65536,131073,4.647219,1.047697,3.599522,0.007358,0.001252,2.189579,1.401333,2,3,NVIDIA GeForce RTX 3090
128,131072,262145,11.054448,2.280972,8.773477,0.008558,0.002086,4.469919,4.292913,2,0,NVIDIA GeForce RTX 3090
128,131072,262145,15.892139,3.377858,12.514281,0.013052,0.002418,7.348190,5.150621,2,1,NVIDIA GeForce RTX 3090
